ID_new,Job_Role,Location,Avg_num_response,Q3,Q3_num,Q4,Q4_num,Q5,Q5_num,Q6,Q6_num,Q7,Q7_num,Q8,Q8_num,Q9,Q9_num,Q10,Q10_num,Q11,Q11_num,Q12,Q12_num,Q13,Q13_num,Q14,Q14_num,Q15,Q15_cat,Q16,Q16_cat,Q17,Q17_num,Q18,Q18_cat,Q19,Q19_cat
id-118892660367,Purchasing,North Carolina - Charlotte Corporate Office (Westport and Old Dowd),95.38461538,Strongly agree,100,Strongly agree,100,Strongly agree,100,Neither agree nor disagree,60,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,Strongly agree,100,Strongly agree,100,Strongly agree,100,Feeling Responsible,Autonomy & Independence,"I enjoy everyday.  While not a positive on my part, I have a true distaste for anything non-productive.",No Complaints,Extremely satisfied,100,Wished I would have arrived earlier in my working career.  Feel the leadership would have allowed me to avoid picking up some negative qualities I obtained from earlier in life & previous employment environment.,No Changes Needed,"SteelFab Culture is OUTSTANDING.  Anyone with the last name Sherrill has Genuinely cared about the success of EVERY EMPLOYEE on the SteelFab Team & has led by Example.  I am VERY PROUD to be on the SteelFab Team.  I am approaching retirement; I am Extremely Proud of the opportunities SteelFab has provided my family.  From my desk, the current shop vibe is as positive as I have seen in many, many years.  Henry Duncan treats everyone like they are a valued grownup until they demonstrate otherwise more than 1 time.  Henry leads by example, which I believe has been at the foundation of SteelFab success since the beginning.  Those in leadership set the tone by not asking others to do more than they are contributing themselves.  As an employee, this is motivating.  Marsh Spencer operates in the same mode.",Gratitude & Appreciation
id-118892857064,Executive Leadership,Oregon - Portland Office,95.38461538,Strongly agree,100,Strongly agree,100,Agree,80,Agree,80,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,"Impacting, teaching, training team members and seeing them grow",Learning & Growth,Separating work from other parts of life ,Workload & Hours,Extremely satisfied,100,Shared affiliate resources   ,Workload & Staffing,I love the legacy of SF and being a part of this high performing team,Gratitude & Appreciation
id-118892992243,Shop Leadership,Arizona - Phoenix Shop,95.38461538,Strongly agree,100,Strongly agree,100,Strongly agree,100,Disagree,40,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,"The different challenges that come daily, be it schedule changes, machines going down, people calling off. Keeps the mind always thinking about how to complete the task at hand.",Challenges & Problem Solving,Seeing my fellow coworkers not succeed by their own undoing.,Other,Extremely satisfied,100,"Seeing a consistent backlog, first year was a little tough but 2nd year has been better so far",Workload & Staffing,"Best company I've ever worked for, overall support is unmatched by other companies ",Gratitude & Appreciation
id-118893884550,Shop Leadership,Georgia - Dublin Shop,95.38461538,Strongly agree,100,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Problem solving and decision making in a fast pace environment. I take pride in supporting our team.,Challenges & Problem Solving,"It can be frustrating when positive changes face resistance, especially when you know the long-term benefits will outweigh the short-term discomfort.",Other,Extremely satisfied,100,"I can't complain about my time here at Steelfab (20 years), this company has treated me very well as far as growth, sending me to get my CWI, NDT training and now Assistant Plant Manager. I enjoy coming to work and do my very best daily.",No Changes Needed,I feel this company looks after its employees very well and its definitely one of the best companies around. I've seen this company do some awesome things for their employees over the years.,Gratitude & Appreciation
id-118893913607,Executive Leadership,Georgia - Atlanta Office,95.38461538,Agree,80,Strongly agree,100,Agree,80,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,Seeing what we work on being built. Training co-workers. Building positive relationships in the industry based on previous successful projects. ,Making an Impact,"Having the hard conversations with co-workers/subs that have underperformed or with a customer when there is a disagreement on a job is rarely fun, but it is important and needs to be done. ",Interpersonal Issues,Extremely satisfied,100,"More collaboration among affiliates when it comes to bidding work where multiple offices have a ""claim"" to a single job. ",Workload & Staffing,,No Response
id-118893922373,Shop Leadership,Alabama - Roanoke Office and Shop,95.38461538,Strongly agree,100,Strongly agree,100,Strongly agree,100,Neither agree nor disagree,60,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,"Challenge, making things happen",Challenges & Problem Solving,waiting on someone else to send ,Process & Efficiency,Extremely satisfied,100,not taking opportunities offered to me years ago,Other,,No Response
id-118893923895,Project Management,Georgia - Atlanta Office,95.38461538,Strongly agree,100,Strongly agree,100,Strongly agree,100,Disagree,40,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Work Environment    ,Work Environment & Culture,Not sure how to answer.  Everything seems good.,No Complaints,Extremely satisfied,100,Better computers/faster server response.  File management can be slow.,Physical Environment,,No Response
id-118894262723,IT,North Carolina - Charlotte Corporate Office (Westport and Old Dowd),95.38461538,Strongly agree,100,Strongly agree,100,Strongly agree,100,Disagree,40,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,I enjoy working with the people of SteelFab and making a difference everyday.,People & Relationships,I can honestly say there is nothing I dread about working here.,No Complaints,Extremely satisfied,100,I wouldn't want to change a thing. I am provided the tools and empowerment needed to do my job efficiently. ,No Changes Needed,Thank you for allowing SteelFab to foster creativity and a healthy environment for people to thrive in.,Gratitude & Appreciation
id-118894417779,Administrative Support,Oregon - Tangent Office and Shop,95.38461538,Strongly agree,100,Strongly agree,100,Agree,80,Agree,80,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,Strongly agree,100,Strongly agree,100,Assisting employees with their needs,People & Relationships,Having difficult conversations with employees. ,Interpersonal Issues,Extremely satisfied,100,More training during onboarding would've been helpful. ,Training & Development,,No Response
id-118896044264,Shop Leadership,South Carolina - York Office and Shop,95.38461538,Strongly agree,100,Strongly agree,100,Strongly agree,100,Disagree,40,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,"Always learning , never a dull moment.  Always have something to do to keep me on my toes.",Learning & Growth,"Nothing really, everyone talks around shop and with management to get everything smooth and safe , also keep everyone in good sprit about the job.",No Complaints,Extremely satisfied,100,"Eye glasses every yr for people who need safety glasses in shop, with the work glasses don't last for 2 yrs.",Physical Environment,,No Response
id-118896371123,Shop Leadership,South Carolina - York Office and Shop,95.38461538,Strongly agree,100,Strongly agree,100,Strongly agree,100,Disagree,40,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,having a job to come to that i enjoy,Work Environment & Culture,nothing,No Complaints,Extremely satisfied,100,nothing to change,No Changes Needed,overall steel fab is great company to be a part of an grow with,Gratitude & Appreciation
id-118896913606,Administrative Support,Georgia - Dublin Shop,95.38461538,Strongly agree,100,Strongly agree,100,Strongly agree,100,Disagree,40,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,The company cares about its employees.  The pay is great; the benefits are great and most of the people are great.,Compensation & Security,All the new portals we have to navigate. ,Process & Efficiency,Extremely satisfied,100,Less portals.,Workload & Staffing,I do like the direct deposit e-mailed.  ,Other
id-118896961290,Executive Leadership,Oregon - Portland Office,95.38461538,Agree,80,Strongly agree,100,Strongly agree,100,Agree,80,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,Strongly agree,100,Strongly agree,100,Strongly agree,100, I love serving customers and helping to deliver great projects.,Other,"It is sometimes frustrating that we have so many learners at the same time, so we are making a lot of mistakes across the different departments. It is both a short-term challenge and an opportunity to build for the future.",Process & Efficiency,Extremely satisfied,100,Wish that I had started with SteelFab before I did.,No Changes Needed,,No Response
id-118897712935,Programmer,Oklahoma - Durant Shop,95.38461538,Strongly agree,100,Strongly agree,100,Strongly agree,100,Disagree,40,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,The family aspect of the Job.,People & Relationships,have not had any issues,No Complaints,Extremely satisfied,100,Nothing,No Changes Needed,,No Response
id-118899727282,Shop Leadership,Texas - Oakwood Office and Shop,95.38461538,Strongly agree,100,Strongly agree,100,Strongly agree,100,Disagree,40,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,The people I work with make my job easier.,People & Relationships,Sometimes lack of communication.,Communication Issues,Extremely satisfied,100,Continued communication.,Communication,,No Response
